Potential applied (V);Time (s);WE(1).Current (A);WE(1).Potential (V);Scan;Index;Q+;Q-
-0,006103515625;78,9902248005689;3,0340576171875E-05;-0,0060546875;3;6185;0,000410212863236666;-0,00104117660671473
-0,005035400390625;79,0009058005419;3,1414794921875E-05;-0,00498352050781251;3;6186;0,000410212863236666;-0,00104117660671473
-0,00396728515625;79,0115868005149;3,04229736328125E-05;-0,00389709472656249;3;6187;0,000410212863236666;-0,00104117660671473
-0,002899169921875;79,022267800488;3,1427001953125E-05;-0,00281982421875;3;6188;0,000410212863236666;-0,00104117660671473
-0,0018310546875;79,032948800461;3,07891845703125E-05;-0,00177001953125;3;6189;0,000410212863236666;-0,00104117660671473
-0,000762939453125;79,043629800434;3,11248779296875E-05;-0,000735473632812497;3;6190;0,000410212863236666;-0,00104117660671473
0,00030517578125;79,0543108004071;3,09539794921875E-05;0,000357055664062494;3;6191;0,000410212863236666;-0,00104117660671473
0,001373291015625;79,0649918003801;3,11004638671875E-05;0,0014007568359375;3;6192;0,000410212863236666;-0,00104117660671473
0,00244140625;79,0756728003531;3,10546875E-05;0,0024993896484375;3;6193;0,000410212863236666;-0,00104117660671473
0,003509521484375;79,0863538003262;3,1219482421875E-05;0,003570556640625;3;6194;0,000410212863236666;-0,00104117660671473
0,00457763671875;79,0970348002992;3,13446044921875E-05;0,004656982421875;3;6195;0,000410212863236666;-0,00104117660671473
0,005645751953125;79,1077158002722;3,101806640625E-05;0,0056640625;3;6196;0,000410212863236666;-0,00104117660671473
0,0067138671875;79,1183968002453;3,15643310546875E-05;0,0067718505859375;3;6197;0,000410212863236666;-0,00104117660671473
0,007781982421875;79,1290778002183;3,0987548828125E-05;0,0078582763671875;3;6198;0,000410212863236666;-0,00104117660671473
0,00885009765625;79,1397588001913;3,167724609375E-05;0,00893249511718749;3;6199;0,000410212863236666;-0,00104117660671473
0,009918212890625;79,1504398001643;3,08441162109375E-05;0,0100006103515625;3;6200;0,000410212863236666;-0,00104117660671473
0,010986328125;79,1611208001374;3,194580078125E-05;0,0110382080078125;3;6201;0,000410212863236666;-0,00104117660671473
0,012054443359375;79,1718018001104;3,08013916015625E-05;0,012103271484375;3;6202;0,000410212863236666;-0,00104117660671473
0,01312255859375;79,1824828000834;3,154296875E-05;0,0131866455078125;3;6203;0,000410212863236666;-0,00104117660671473
0,014190673828125;79,1931638000565;3,12255859375E-05;0,0142791748046875;3;6204;0,000410212863236666;-0,00104117660671473
0,0152587890625;79,2038448000295;3,14849853515625E-05;0,015325927734375;3;6205;0,000410212863236666;-0,00104117660671473
0,016326904296875;79,2145258000025;3,13079833984375E-05;0,01640625;3;6206;0,000410212863236666;-0,00104117660671473
0,01739501953125;79,2252067999756;3,15277099609375E-05;0,017462158203125;3;6207;0,000410212863236666;-0,00104117660671473
0,018463134765625;79,2358877999486;3,15399169921875E-05;0,01856689453125;3;6208;0,000410212863236666;-0,00104117660671473
0,01953125;79,2465687999216;3,12164306640625E-05;0,019549560546875;3;6209;0,000410212863236666;-0,00104117660671473
0,020599365234375;79,2572497998947;3,17138671875E-05;0,0206573486328125;3;6210;0,000410212863236666;-0,00104117660671473
0,02166748046875;79,2679307998677;3,101806640625E-05;0,021710205078125;3;6211;0,000410212863236666;-0,00104117660671473
0,022735595703125;79,2786117998407;3,18145751953125E-05;0,0227752685546875;3;6212;0,000410212863236666;-0,00104117660671473
0,0238037109375;79,2892927998138;3,13201904296875E-05;0,0238616943359375;3;6213;0,000410212863236666;-0,00104117660671473
0,024871826171875;79,2999737997868;3,20159912109375E-05;0,0249481201171875;3;6214;0,000410212863236666;-0,00104117660671473
0,02593994140625;79,3106547997598;3,1219482421875E-05;0,02598876953125;3;6215;0,000410212863236666;-0,00104117660671473
0,027008056640625;79,3213357997329;3,2135009765625E-05;0,0270965576171875;3;6216;0,000410212863236666;-0,00104117660671473
0,028076171875;79,3320167997059;3,11920166015625E-05;0,028094482421875;3;6217;0,000410212863236666;-0,00104117660671473
0,029144287109375;79,3426977996789;3,18267822265625E-05;0,0292327880859375;3;6218;0,000410212863236666;-0,00104117660671473
0,03021240234375;79,353378799652;3,14422607421875E-05;0,0302459716796875;3;6219;0,000410212863236666;-0,00104117660671473
0,031280517578125;79,364059799625;3,1817626953125E-05;0,0313385009765625;3;6220;0,000410212863236666;-0,00104117660671473
0,0323486328125;79,374740799598;3,160400390625E-05;0,0324249267578125;3;6221;0,000410212863236666;-0,00104117660671473
0,033416748046875;79,3854217995711;3,167724609375E-05;0,03343505859375;3;6222;0,000410212863236666;-0,00104117660671473
0,03448486328125;79,3961027995441;3,19091796875E-05;0,0345367431640625;3;6223;0,000410212863236666;-0,00104117660671473
0,035552978515625;79,4067837995171;3,157958984375E-05;0,035589599609375;3;6224;0,000410212863236666;-0,00104117660671473
0,03662109375;79,4174647994902;3,20587158203125E-05;0,036669921875;3;6225;0,000410212863236666;-0,00104117660671473
0,037689208984375;79,4281457994632;3,1463623046875E-05;0,0377166748046875;3;6226;0,000410212863236666;-0,00104117660671473
0,03875732421875;79,4388267994362;3,193359375E-05;0,0387908935546875;3;6227;0,000410212863236666;-0,00104117660671473
0,039825439453125;79,4495077994093;3,15093994140625E-05;0,03990478515625;3;6228;0,000410212863236666;-0,00104117660671473
0,0408935546875;79,4601887993823;3,23333740234375E-05;0,04095458984375;3;6229;0,000410212863236666;-0,00104117660671473
0,041961669921875;79,4708697993553;3,13323974609375E-05;0,04200439453125;3;6230;0,000410212863236666;-0,00104117660671473
0,04302978515625;79,4815507993284;3,23333740234375E-05;0,0430633544921875;3;6231;0,000410212863236666;-0,00104117660671473
0,044097900390625;79,4922317993014;3,14910888671875E-05;0,044195556640625;3;6232;0,000410212863236666;-0,00104117660671473
0,045166015625;79,5029127992744;3,19061279296875E-05;0,0452301025390625;3;6233;0,000410212863236666;-0,00104117660671473
0,046234130859375;79,5135937992475;3,1634521484375E-05;0,0462799072265625;3;6234;0,000410212863236666;-0,00104117660671473
0,04730224609375;79,5242747992205;3,19671630859375E-05;0,047344970703125;3;6235;0,000410212863236666;-0,00104117660671473
0,048370361328125;79,5349557991935;3,18328857421875E-05;0,0484405517578125;3;6236;0,000410212863236666;-0,00104117660671473
